Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ian-vyse (bc-uncertainty) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: creating run
wandb: Tracking run with wandb version 0.19.8
wandb: Run data is saved locally in /home/vyseian/GitHub/SAILOR/wandb/run-20260114_191551-p0lotglo
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run robomimic__square/seed0_demos299
wandb: ⭐️ View project at https://wandb.ai/bc-uncertainty/SAILOR_robomimic
wandb: 🚀 View run at https://wandb.ai/bc-uncertainty/SAILOR_robomimic/runs/p0lotglo
[robosuite WARNING] No private macro file found! (macros.py:53)
[robosuite WARNING] It is recommended to use a private macro file (macros.py:54)
[robosuite WARNING] To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robosuite/scripts/setup_macros.py (macros.py:55)
Logdir scratch_dir/logs/robomimic__square/seed0_demos299/seed0
---------------------
Task: robomimic__square
Logging to: scratch_dir/logs/robomimic__square/seed0_demos299/seed0
Time Limit: 500 | Max Env Steps: 756756
---------------------
ROBOMIMIC WARNING(
    No private macro file found!
    It is recommended to use a private macro file
    To setup, run: python /home/vyseian/miniconda3/envs/robomimic_env/lib/python3.10/site-packages/robomimic/scripts/setup_macros.py
)
Initizalizing norm_dict with ob_dim=9 and ac_dim=7
Loaded 299 training episodes
Loaded 1 validation episodes
Min expert demo length: 123
Max expert demo length: 1051
Avg expert demo length: 268.8026755852843
Enviroment State Dim: 9, Action Dim: 7
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Initialized robomimic env with action repeat: 1, time limit: 500
Action Space: Box(-1.0, 1.0, (7,), float32). Low: [-1. -1. -1. -1. -1. -1. -1.]. High: [1. 1. 1. 1. 1. 1. 1.]
----------------No base policy path provided, begin training diffusion policy--------------
DiffusionUnet + ResNet18 has 27272407 parameters
Scheduler Initialized:  <data4robotics.trainers.base.CosineAnnealingWarmupRestarts object at 0x7a5cd8ac1660>
DP Step: 0	Log Step: 0	Loss: 68.08232116699219
Added Env IDX: 7, Traj Len: 214, Total Reward: -155.29453760009613
Added Env IDX: 8, Traj Len: 500, Total Reward: -413.99475877411066
Added Env IDX: 9, Traj Len: 190, Total Reward: -133.43958966057983
Storing model weights params and loading EMA to model.
Collected 41065/151351, collecting more...
Added Env IDX: 0, Traj Len: 231, Total Reward: -162.70913711360953
Added Env IDX: 1, Traj Len: 500, Total Reward: -408.55927427127165
Added Env IDX: 2, Traj Len: 500, Total Reward: -418.83470051631724
Added Env IDX: 3, Traj Len: 192, Total Reward: -141.57772284382236
Added Env IDX: 4, Traj Len: 500, Total Reward: -490.23853628558214
Added Env IDX: 5, Traj Len: 192, Total Reward: -125.45045946934646
Added Env IDX: 6, Traj Len: 223, Total Reward: -157.2441800750334
Added Env IDX: 7, Traj Len: 373, Total Reward: -252.0918238998774
Added Env IDX: 8, Traj Len: 158, Total Reward: -108.82229831685999
Added Env IDX: 9, Traj Len: 237, Total Reward: -150.35938329775354
Storing model weights params and loading EMA to model.
Collected 44171/151351, collecting more...
Added Env IDX: 0, Traj Len: 178, Total Reward: -128.7961412732401
Added Env IDX: 1, Traj Len: 500, Total Reward: -264.10565900097015
Added Env IDX: 2, Traj Len: 500, Total Reward: -473.0506613284525
Added Env IDX: 3, Traj Len: 500, Total Reward: -477.01706491831345
Added Env IDX: 4, Traj Len: 237, Total Reward: -151.35569950076078
Added Env IDX: 5, Traj Len: 500, Total Reward: -255.9970291274097
Added Env IDX: 6, Traj Len: 404, Total Reward: -268.50224492064666
Added Env IDX: 7, Traj Len: 500, Total Reward: -390.27070655041723
Added Env IDX: 8, Traj Len: 500, Total Reward: -469.53795684671854
Added Env IDX: 9, Traj Len: 192, Total Reward: -138.32846522520055
Storing model weights params and loading EMA to model.
Collected 48182/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -391.9460654577129
Added Env IDX: 1, Traj Len: 500, Total Reward: -484.05862440408197
Added Env IDX: 2, Traj Len: 180, Total Reward: -138.29534562961587
Added Env IDX: 3, Traj Len: 226, Total Reward: -147.09171666079533
Added Env IDX: 4, Traj Len: 500, Total Reward: -475.7097312448042
Added Env IDX: 5, Traj Len: 500, Total Reward: -484.2263112794941
Added Env IDX: 6, Traj Len: 500, Total Reward: -457.0445437203118
Added Env IDX: 7, Traj Len: 362, Total Reward: -281.1497379211179
Added Env IDX: 8, Traj Len: 226, Total Reward: -152.98645023902623
Added Env IDX: 9, Traj Len: 500, Total Reward: -492.90812432192314
Storing model weights params and loading EMA to model.
Collected 52176/151351, collecting more...
Added Env IDX: 0, Traj Len: 187, Total Reward: -142.3992383003086
Added Env IDX: 1, Traj Len: 500, Total Reward: -489.22154210446104
Added Env IDX: 2, Traj Len: 198, Total Reward: -151.3634825182167
Added Env IDX: 3, Traj Len: 327, Total Reward: -186.96007878206274
Added Env IDX: 4, Traj Len: 500, Total Reward: -366.963134171463
Added Env IDX: 5, Traj Len: 253, Total Reward: -169.08760634252764
Added Env IDX: 6, Traj Len: 232, Total Reward: -178.14305545080504
Added Env IDX: 7, Traj Len: 477, Total Reward: -261.5420020325191
Added Env IDX: 8, Traj Len: 500, Total Reward: -480.3378567377403
Added Env IDX: 9, Traj Len: 500, Total Reward: -452.0159798174191
Storing model weights params and loading EMA to model.
Collected 55850/151351, collecting more...
Added Env IDX: 0, Traj Len: 211, Total Reward: -141.24977134780647
Added Env IDX: 1, Traj Len: 500, Total Reward: -491.3850664879503
Added Env IDX: 2, Traj Len: 500, Total Reward: -474.97468233135135
Added Env IDX: 3, Traj Len: 236, Total Reward: -153.7744201138738
Added Env IDX: 4, Traj Len: 200, Total Reward: -131.89461942545353
Added Env IDX: 5, Traj Len: 500, Total Reward: -404.6963482531156
Added Env IDX: 6, Traj Len: 500, Total Reward: -479.32722362468905
Added Env IDX: 7, Traj Len: 200, Total Reward: -135.75293266518582
Added Env IDX: 8, Traj Len: 500, Total Reward: -400.41530296776205
Added Env IDX: 9, Traj Len: 164, Total Reward: -113.03984564602337
Storing model weights params and loading EMA to model.
Collected 59361/151351, collecting more...
Added Env IDX: 0, Traj Len: 194, Total Reward: -146.47278017760874
Added Env IDX: 1, Traj Len: 231, Total Reward: -147.67803913105436
Added Env IDX: 2, Traj Len: 226, Total Reward: -161.7950581166495
Added Env IDX: 3, Traj Len: 500, Total Reward: -484.9202922282498
Added Env IDX: 4, Traj Len: 237, Total Reward: -150.26222179183725
Added Env IDX: 5, Traj Len: 271, Total Reward: -207.63453485822959
Added Env IDX: 6, Traj Len: 500, Total Reward: -495.17872604176426
Added Env IDX: 7, Traj Len: 500, Total Reward: -492.5047449890942
Added Env IDX: 8, Traj Len: 500, Total Reward: -492.19396401190295
Added Env IDX: 9, Traj Len: 500, Total Reward: -375.01317528839485
Storing model weights params and loading EMA to model.
Collected 63020/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -447.4961005737605
Added Env IDX: 1, Traj Len: 174, Total Reward: -118.62750507911825
Added Env IDX: 2, Traj Len: 253, Total Reward: -167.8363635554473
Added Env IDX: 3, Traj Len: 500, Total Reward: -487.6502378677567
Added Env IDX: 4, Traj Len: 165, Total Reward: -113.03934749578028
Added Env IDX: 5, Traj Len: 500, Total Reward: -267.77062713369025
Added Env IDX: 6, Traj Len: 500, Total Reward: -475.84506776942874
Added Env IDX: 7, Traj Len: 180, Total Reward: -115.00715248262175
Added Env IDX: 8, Traj Len: 254, Total Reward: -166.3501937201105
Added Env IDX: 9, Traj Len: 500, Total Reward: -492.93403572508805
Storing model weights params and loading EMA to model.
Collected 66546/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -485.6276510683579
Added Env IDX: 1, Traj Len: 500, Total Reward: -472.97747427893603
Added Env IDX: 2, Traj Len: 171, Total Reward: -118.9837085373178
Added Env IDX: 3, Traj Len: 500, Total Reward: -315.8377481326013
Added Env IDX: 4, Traj Len: 233, Total Reward: -159.40774007627658
Added Env IDX: 5, Traj Len: 251, Total Reward: -171.5202620783387
Added Env IDX: 6, Traj Len: 500, Total Reward: -325.5439011377706
Added Env IDX: 7, Traj Len: 500, Total Reward: -482.4041045540009
Added Env IDX: 8, Traj Len: 500, Total Reward: -334.3626458952553
Added Env IDX: 9, Traj Len: 187, Total Reward: -137.31002278945454
Storing model weights params and loading EMA to model.
Collected 70388/151351, collecting more...
Added Env IDX: 0, Traj Len: 184, Total Reward: -129.74598858465166
Added Env IDX: 1, Traj Len: 500, Total Reward: -492.779909757357
Added Env IDX: 2, Traj Len: 451, Total Reward: -339.8988882399475
Added Env IDX: 3, Traj Len: 500, Total Reward: -330.81743244067854
Added Env IDX: 4, Traj Len: 500, Total Reward: -493.0101338393376
Added Env IDX: 5, Traj Len: 299, Total Reward: -213.68960488645786
Added Env IDX: 6, Traj Len: 500, Total Reward: -490.32468745989013
Added Env IDX: 7, Traj Len: 500, Total Reward: -350.21170516315897
Added Env IDX: 8, Traj Len: 201, Total Reward: -135.95316624051037
Added Env IDX: 9, Traj Len: 265, Total Reward: -148.56834573609564
Storing model weights params and loading EMA to model.
Collected 74288/151351, collecting more...
Added Env IDX: 0, Traj Len: 209, Total Reward: -139.6384965763629
Added Env IDX: 1, Traj Len: 500, Total Reward: -470.5606501801891
Added Env IDX: 2, Traj Len: 500, Total Reward: -335.71329905768323
Added Env IDX: 3, Traj Len: 309, Total Reward: -204.33983377353684
Added Env IDX: 4, Traj Len: 241, Total Reward: -152.95440895419435
Added Env IDX: 5, Traj Len: 208, Total Reward: -148.81929003012425
Added Env IDX: 6, Traj Len: 500, Total Reward: -492.86444161057807
Added Env IDX: 7, Traj Len: 397, Total Reward: -304.63563214572474
Added Env IDX: 8, Traj Len: 500, Total Reward: -492.2422359260901
Added Env IDX: 9, Traj Len: 500, Total Reward: -348.48656329270887
Storing model weights params and loading EMA to model.
Collected 78152/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -488.9894998809025
Added Env IDX: 1, Traj Len: 500, Total Reward: -496.5428937541396
Added Env IDX: 2, Traj Len: 500, Total Reward: -457.08962508330956
Added Env IDX: 3, Traj Len: 500, Total Reward: -327.83252033550724
Added Env IDX: 4, Traj Len: 500, Total Reward: -259.0423646849696
Added Env IDX: 5, Traj Len: 500, Total Reward: -416.21949629263133
Added Env IDX: 6, Traj Len: 187, Total Reward: -136.70936615481884
Added Env IDX: 7, Traj Len: 500, Total Reward: -252.7018649483506
Added Env IDX: 8, Traj Len: 177, Total Reward: -121.56518007695585
Added Env IDX: 9, Traj Len: 375, Total Reward: -218.30759202317626
Storing model weights params and loading EMA to model.
Collected 82391/151351, collecting more...
Added Env IDX: 0, Traj Len: 212, Total Reward: -154.04057878199626
Added Env IDX: 1, Traj Len: 500, Total Reward: -467.31583511692895
Added Env IDX: 2, Traj Len: 500, Total Reward: -271.4933179250482
Added Env IDX: 3, Traj Len: 500, Total Reward: -493.0023032102006
Added Env IDX: 4, Traj Len: 201, Total Reward: -133.40919758152143
Added Env IDX: 5, Traj Len: 232, Total Reward: -165.50816125500944
Added Env IDX: 6, Traj Len: 135, Total Reward: -93.90340357554658
Added Env IDX: 7, Traj Len: 500, Total Reward: -495.07020226137075
Added Env IDX: 8, Traj Len: 500, Total Reward: -492.2920417466706
Added Env IDX: 9, Traj Len: 247, Total Reward: -186.5553225906392
Storing model weights params and loading EMA to model.
Collected 85918/151351, collecting more...
Added Env IDX: 0, Traj Len: 213, Total Reward: -138.71718217842735
Added Env IDX: 1, Traj Len: 241, Total Reward: -181.4669395423211
Added Env IDX: 2, Traj Len: 500, Total Reward: -489.0813955430947
Added Env IDX: 3, Traj Len: 248, Total Reward: -172.22700227564656
Added Env IDX: 4, Traj Len: 500, Total Reward: -497.1501046104915
Added Env IDX: 5, Traj Len: 239, Total Reward: -175.8565722052404
Added Env IDX: 6, Traj Len: 185, Total Reward: -133.118924361936
Added Env IDX: 7, Traj Len: 229, Total Reward: -148.7465406738296
Added Env IDX: 8, Traj Len: 500, Total Reward: -487.87592378929014
Added Env IDX: 9, Traj Len: 500, Total Reward: -486.4648224476316
Storing model weights params and loading EMA to model.
Collected 89273/151351, collecting more...
Added Env IDX: 0, Traj Len: 297, Total Reward: -220.0752703190589
Added Env IDX: 1, Traj Len: 500, Total Reward: -304.0608401355497
Added Env IDX: 2, Traj Len: 500, Total Reward: -475.572817826607
Added Env IDX: 3, Traj Len: 216, Total Reward: -156.92300649390762
Added Env IDX: 4, Traj Len: 157, Total Reward: -107.00398289525509
Added Env IDX: 5, Traj Len: 500, Total Reward: -270.191452264563
Added Env IDX: 6, Traj Len: 292, Total Reward: -190.94183588846744
Added Env IDX: 7, Traj Len: 500, Total Reward: -428.6509879295844
Added Env IDX: 8, Traj Len: 500, Total Reward: -485.971480570067
Added Env IDX: 9, Traj Len: 204, Total Reward: -137.1196334764028
Storing model weights params and loading EMA to model.
Collected 92939/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -489.9332374925657
Added Env IDX: 1, Traj Len: 500, Total Reward: -486.74012913252835
Added Env IDX: 2, Traj Len: 417, Total Reward: -260.88623739405125
Added Env IDX: 3, Traj Len: 280, Total Reward: -166.65255324726576
Added Env IDX: 4, Traj Len: 203, Total Reward: -155.159315336695
Added Env IDX: 5, Traj Len: 500, Total Reward: -281.40703916356796
Added Env IDX: 6, Traj Len: 500, Total Reward: -256.6612569662168
Added Env IDX: 7, Traj Len: 232, Total Reward: -171.41427573993366
Added Env IDX: 8, Traj Len: 182, Total Reward: -127.56653049024239
Added Env IDX: 9, Traj Len: 500, Total Reward: -461.3749933407854
Storing model weights params and loading EMA to model.
Collected 96753/151351, collecting more...
Added Env IDX: 0, Traj Len: 202, Total Reward: -142.1100430817246
Added Env IDX: 1, Traj Len: 500, Total Reward: -492.82040561461775
Added Env IDX: 2, Traj Len: 328, Total Reward: -197.96398484319266
Added Env IDX: 3, Traj Len: 500, Total Reward: -490.75885391867035
Added Env IDX: 4, Traj Len: 500, Total Reward: -475.0196932208106
Added Env IDX: 5, Traj Len: 287, Total Reward: -171.54709319581434
Added Env IDX: 6, Traj Len: 500, Total Reward: -242.99765480032727
Added Env IDX: 7, Traj Len: 500, Total Reward: -490.90142676054194
Added Env IDX: 8, Traj Len: 233, Total Reward: -161.13250900536988
Added Env IDX: 9, Traj Len: 182, Total Reward: -132.96180608178526
Storing model weights params and loading EMA to model.
Collected 100485/151351, collecting more...
Added Env IDX: 0, Traj Len: 297, Total Reward: -243.61106154072357
Added Env IDX: 1, Traj Len: 500, Total Reward: -454.83996921585606
Added Env IDX: 2, Traj Len: 500, Total Reward: -492.7781032550964
Added Env IDX: 3, Traj Len: 500, Total Reward: -408.19016008899285
Added Env IDX: 4, Traj Len: 301, Total Reward: -190.9226630595809
Added Env IDX: 5, Traj Len: 216, Total Reward: -160.62899508175042
Added Env IDX: 6, Traj Len: 500, Total Reward: -473.59809923855994
Added Env IDX: 7, Traj Len: 500, Total Reward: -490.17224135724246
Added Env IDX: 8, Traj Len: 500, Total Reward: -470.87061327018233
Added Env IDX: 9, Traj Len: 500, Total Reward: -318.77871748740625
Storing model weights params and loading EMA to model.
Collected 104799/151351, collecting more...
Added Env IDX: 0, Traj Len: 185, Total Reward: -136.40718175648135
Added Env IDX: 1, Traj Len: 184, Total Reward: -121.98139671698895
Added Env IDX: 2, Traj Len: 297, Total Reward: -190.27460868386197
Added Env IDX: 3, Traj Len: 500, Total Reward: -482.4376500857087
Added Env IDX: 4, Traj Len: 500, Total Reward: -485.6983776881227
Added Env IDX: 5, Traj Len: 500, Total Reward: -495.65732220614484
Added Env IDX: 6, Traj Len: 500, Total Reward: -474.5392289418296
Added Env IDX: 7, Traj Len: 500, Total Reward: -384.48063397082944
Added Env IDX: 8, Traj Len: 500, Total Reward: -349.34156729454844
Added Env IDX: 9, Traj Len: 500, Total Reward: -481.782933231099
Storing model weights params and loading EMA to model.
Collected 108965/151351, collecting more...
Added Env IDX: 0, Traj Len: 300, Total Reward: -200.67380464536643
Added Env IDX: 1, Traj Len: 233, Total Reward: -151.23704466173666
Added Env IDX: 2, Traj Len: 167, Total Reward: -118.54890219531448
Added Env IDX: 3, Traj Len: 500, Total Reward: -476.27635879718684
Added Env IDX: 4, Traj Len: 500, Total Reward: -319.60350580122235
Added Env IDX: 5, Traj Len: 139, Total Reward: -94.34305704091214
Added Env IDX: 6, Traj Len: 500, Total Reward: -429.0903636793471
Added Env IDX: 7, Traj Len: 500, Total Reward: -314.3364678817642
Added Env IDX: 8, Traj Len: 500, Total Reward: -312.385338521707
Added Env IDX: 9, Traj Len: 500, Total Reward: -495.0531218045752
Storing model weights params and loading EMA to model.
Collected 112804/151351, collecting more...
Added Env IDX: 0, Traj Len: 195, Total Reward: -139.7444707454673
Added Env IDX: 1, Traj Len: 500, Total Reward: -289.75472745774164
Added Env IDX: 2, Traj Len: 225, Total Reward: -162.02287741199785
Added Env IDX: 3, Traj Len: 500, Total Reward: -386.14243457682284
Added Env IDX: 4, Traj Len: 337, Total Reward: -196.34313450730247
Added Env IDX: 5, Traj Len: 500, Total Reward: -480.30940161619776
Added Env IDX: 6, Traj Len: 397, Total Reward: -295.0803829966705
Added Env IDX: 7, Traj Len: 500, Total Reward: -475.87318608177213
Added Env IDX: 8, Traj Len: 180, Total Reward: -126.26456828600992
Added Env IDX: 9, Traj Len: 358, Total Reward: -218.15486176195355
Storing model weights params and loading EMA to model.
Collected 116496/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -281.43335764583486
Added Env IDX: 1, Traj Len: 500, Total Reward: -258.4276872127292
Added Env IDX: 2, Traj Len: 500, Total Reward: -417.8132957958311
Added Env IDX: 3, Traj Len: 500, Total Reward: -319.2081907800688
Added Env IDX: 4, Traj Len: 500, Total Reward: -470.1907252462123
Added Env IDX: 5, Traj Len: 244, Total Reward: -180.30182648501903
Added Env IDX: 6, Traj Len: 500, Total Reward: -428.6914544600675
Added Env IDX: 7, Traj Len: 500, Total Reward: -468.9777380961717
Added Env IDX: 8, Traj Len: 315, Total Reward: -253.0588207859194
Added Env IDX: 9, Traj Len: 500, Total Reward: -340.9746455167848
Storing model weights params and loading EMA to model.
Collected 121055/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -300.2091104571354
Added Env IDX: 1, Traj Len: 239, Total Reward: -174.75741586253156
Added Env IDX: 2, Traj Len: 500, Total Reward: -428.34489587736283
Added Env IDX: 3, Traj Len: 500, Total Reward: -495.5840183525394
Added Env IDX: 4, Traj Len: 336, Total Reward: -217.4033481327133
Added Env IDX: 5, Traj Len: 500, Total Reward: -475.6054988205371
Added Env IDX: 6, Traj Len: 500, Total Reward: -449.85583663133946
Added Env IDX: 7, Traj Len: 178, Total Reward: -124.88014310827458
Added Env IDX: 8, Traj Len: 500, Total Reward: -454.2098024990897
Added Env IDX: 9, Traj Len: 243, Total Reward: -155.38358434506083
Storing model weights params and loading EMA to model.
Collected 125051/151351, collecting more...
Added Env IDX: 0, Traj Len: 174, Total Reward: -115.59062066426979
Added Env IDX: 1, Traj Len: 500, Total Reward: -487.4372938848128
Added Env IDX: 2, Traj Len: 500, Total Reward: -342.98735539543065
Added Env IDX: 3, Traj Len: 500, Total Reward: -424.50091929734356
Added Env IDX: 4, Traj Len: 500, Total Reward: -405.79404828982183
Added Env IDX: 5, Traj Len: 183, Total Reward: -119.20603716865988
Added Env IDX: 6, Traj Len: 500, Total Reward: -486.15537402974803
Added Env IDX: 7, Traj Len: 207, Total Reward: -157.46173799061842
Added Env IDX: 8, Traj Len: 500, Total Reward: -493.7292876103471
Added Env IDX: 9, Traj Len: 500, Total Reward: -353.52577665691376
Storing model weights params and loading EMA to model.
Collected 129115/151351, collecting more...
Added Env IDX: 0, Traj Len: 223, Total Reward: -147.6089294570825
Added Env IDX: 1, Traj Len: 476, Total Reward: -383.9363119688187
Added Env IDX: 2, Traj Len: 186, Total Reward: -121.74718966507592
Added Env IDX: 3, Traj Len: 238, Total Reward: -146.62610169671032
Added Env IDX: 4, Traj Len: 307, Total Reward: -195.36973580771053
Added Env IDX: 5, Traj Len: 275, Total Reward: -186.64303896150096
Added Env IDX: 6, Traj Len: 500, Total Reward: -415.4282152201248
Added Env IDX: 7, Traj Len: 349, Total Reward: -213.2594707251682
Added Env IDX: 8, Traj Len: 500, Total Reward: -315.9867082518155
Added Env IDX: 9, Traj Len: 300, Total Reward: -170.54585681647134
Storing model weights params and loading EMA to model.
Collected 132469/151351, collecting more...
Added Env IDX: 0, Traj Len: 285, Total Reward: -205.8426351085659
Added Env IDX: 1, Traj Len: 500, Total Reward: -442.60877739478303
Added Env IDX: 2, Traj Len: 197, Total Reward: -123.41740129025098
Added Env IDX: 3, Traj Len: 208, Total Reward: -146.17397202790625
Added Env IDX: 4, Traj Len: 500, Total Reward: -491.1548638580354
Added Env IDX: 5, Traj Len: 256, Total Reward: -164.8100832027984
Added Env IDX: 6, Traj Len: 329, Total Reward: -195.17102904874957
Added Env IDX: 7, Traj Len: 500, Total Reward: -404.2188800118947
Added Env IDX: 8, Traj Len: 500, Total Reward: -429.8344359260616
Added Env IDX: 9, Traj Len: 205, Total Reward: -139.02524176233814
Storing model weights params and loading EMA to model.
Collected 135949/151351, collecting more...
Added Env IDX: 0, Traj Len: 327, Total Reward: -247.35836023934309
Added Env IDX: 1, Traj Len: 500, Total Reward: -266.18144426869895
Added Env IDX: 2, Traj Len: 213, Total Reward: -136.70996120325577
Added Env IDX: 3, Traj Len: 186, Total Reward: -130.40807491432577
Added Env IDX: 4, Traj Len: 369, Total Reward: -197.6468120127605
Added Env IDX: 5, Traj Len: 303, Total Reward: -234.3852080535907
Added Env IDX: 6, Traj Len: 500, Total Reward: -288.64036383655684
Added Env IDX: 7, Traj Len: 500, Total Reward: -493.1999697460082
Added Env IDX: 8, Traj Len: 500, Total Reward: -366.6901102117115
Added Env IDX: 9, Traj Len: 500, Total Reward: -485.48792400031573
Storing model weights params and loading EMA to model.
Collected 139847/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -342.7235300130762
Added Env IDX: 1, Traj Len: 473, Total Reward: -254.8930094901789
Added Env IDX: 2, Traj Len: 274, Total Reward: -218.46535316670528
Added Env IDX: 3, Traj Len: 220, Total Reward: -144.05085495056426
Added Env IDX: 4, Traj Len: 194, Total Reward: -141.19064905399398
Added Env IDX: 5, Traj Len: 174, Total Reward: -109.62342768534353
Added Env IDX: 6, Traj Len: 500, Total Reward: -495.3691889951293
Added Env IDX: 7, Traj Len: 500, Total Reward: -478.1396911363869
Added Env IDX: 8, Traj Len: 500, Total Reward: -486.2494375546936
Added Env IDX: 9, Traj Len: 500, Total Reward: -476.46691757479977
Storing model weights params and loading EMA to model.
Collected 143682/151351, collecting more...
Added Env IDX: 0, Traj Len: 219, Total Reward: -150.4538171945889
Added Env IDX: 1, Traj Len: 500, Total Reward: -403.82871207143626
Added Env IDX: 2, Traj Len: 181, Total Reward: -129.2846648652766
Added Env IDX: 3, Traj Len: 211, Total Reward: -159.41652318344413
Added Env IDX: 4, Traj Len: 206, Total Reward: -141.2405773462953
Added Env IDX: 5, Traj Len: 305, Total Reward: -171.61759737078083
Added Env IDX: 6, Traj Len: 171, Total Reward: -116.73143303232501
Added Env IDX: 7, Traj Len: 500, Total Reward: -480.6745656672699
Added Env IDX: 8, Traj Len: 177, Total Reward: -127.04268893490324
Added Env IDX: 9, Traj Len: 356, Total Reward: -288.2559335740991
Storing model weights params and loading EMA to model.
Collected 146508/151351, collecting more...
Added Env IDX: 0, Traj Len: 500, Total Reward: -485.5847960853657
Added Env IDX: 1, Traj Len: 408, Total Reward: -309.89361909477634
Added Env IDX: 2, Traj Len: 500, Total Reward: -439.9191656671098
Added Env IDX: 3, Traj Len: 398, Total Reward: -271.9902403116044
Added Env IDX: 4, Traj Len: 301, Total Reward: -192.0152205172145
Added Env IDX: 5, Traj Len: 500, Total Reward: -482.9215276995209
Added Env IDX: 6, Traj Len: 242, Total Reward: -177.03530532795713
Added Env IDX: 7, Traj Len: 500, Total Reward: -333.9620567399387
Added Env IDX: 8, Traj Len: 500, Total Reward: -460.2704367315547
Added Env IDX: 9, Traj Len: 500, Total Reward: -493.3533163588545
Storing model weights params and loading EMA to model.
Collected 150857/151351, collecting more...
Added Env IDX: 0, Traj Len: 270, Total Reward: -204.5581982437915
Added Env IDX: 1, Traj Len: 500, Total Reward: -401.93796683332505
Added Env IDX: 2, Traj Len: 272, Total Reward: -170.97129796806678
Added Env IDX: 3, Traj Len: 268, Total Reward: -172.2082084674841
Added Env IDX: 4, Traj Len: 281, Total Reward: -184.87309832690846
Added Env IDX: 5, Traj Len: 247, Total Reward: -179.83727546462762
Added Env IDX: 6, Traj Len: 199, Total Reward: -129.7059030327958
Added Env IDX: 7, Traj Len: 500, Total Reward: -481.0073105966492
Added Env IDX: 8, Traj Len: 272, Total Reward: -176.90099204420028
Added Env IDX: 9, Traj Len: 219, Total Reward: -148.2592682147424
Time taken to collect 153885/151351 steps: 3261.57 seconds
Labeling expert episodes
Labelled 299 expert episodes.
Number of expert transitions:  80372
Number of buffer transitions:  153885
Mixed training with 50% expert data for 227026 iterations
[WM + Critic Training] Itr: 19/227026, Value Loss: 1.7917463779449463
[WM + Critic Training] Itr: 69/227026, Value Loss: 1.7733291387557983
[WM + Critic Training] Itr: 119/227026, Value Loss: 1.7817625999450684
[WM + Critic Training] Itr: 169/227026, Value Loss: 1.7881762981414795
[WM + Critic Training] Itr: 219/227026, Value Loss: 1.7791545391082764
[WM + Critic Training] Itr: 269/227026, Value Loss: 1.77718186378479
[WM + Critic Training] Itr: 319/227026, Value Loss: 1.77994966506958
[WM + Critic Training] Itr: 369/227026, Value Loss: 1.7871367931365967
[WM + Critic Training] Itr: 419/227026, Value Loss: 1.7927322387695312
[WM + Critic Training] Itr: 469/227026, Value Loss: 1.7791900634765625
[WM + Critic Training] Itr: 519/227026, Value Loss: 1.7893915176391602
[WM + Critic Training] Itr: 569/227026, Value Loss: 1.7818450927734375
[WM + Critic Training] Itr: 619/227026, Value Loss: 1.793100357055664
[WM + Critic Training] Itr: 669/227026, Value Loss: 1.7816756963729858
[WM + Critic Training] Itr: 719/227026, Value Loss: 1.7804861068725586
[WM + Critic Training] Itr: 769/227026, Value Loss: 1.7882966995239258
[WM + Critic Training] Itr: 819/227026, Value Loss: 1.7838577032089233
[WM + Critic Training] Itr: 869/227026, Value Loss: 1.787335753440857
[WM + Critic Training] Itr: 919/227026, Value Loss: 1.7863178253173828
[WM + Critic Training] Itr: 969/227026, Value Loss: 1.7844542264938354
[WM + Critic Training] Itr: 1019/227026, Value Loss: 1.778866171836853
[WM + Critic Training] Itr: 1069/227026, Value Loss: 1.7943334579467773
[WM + Critic Training] Itr: 1119/227026, Value Loss: 1.7892587184906006
[WM + Critic Training] Itr: 1169/227026, Value Loss: 1.7890204191207886
